Session_ID,Customer_ID,Vehicle_ID,Station_ID,Session_Start,Duration_Minutes,Energy_kWh,Tariff_per_kWh,Revenue,Charger_Type,Payment_Method,Weather,Traffic
CS023251,CU02733,V02733,S040,2026-02-01 11:50,67,11.24,11.5,129.26,AC Slow,Net Banking,Rain,Medium
CS023252,CU00242,V00242,S025,2026-04-08 06:47,110,48.12,11.5,553.38,DC Ultra Fast 120kW,Net Banking,Clear,Low
CS023253,CU01794,V01794,S036,2026-01-08 11:59,73,28.15,9.0,253.35,AC Fast,Credit Card,Fog,High
CS023254,CU01191,V01191,S014,2026-05-04 04:58,105,18.81,9.0,169.29,DC Fast 30kW,Debit Card,Rain,Medium
CS023255,CU02975,V02975,S039,2026-02-05 12:29,81,38.03,12.0,456.36,DC Ultra Fast 120kW,Debit Card,Hot,High
CS023256,CU02673,V02673,S034,2026-05-19 14:45,138,29.08,10.0,290.8,AC Fast,Wallet,Clear,High
CS023257,CU00722,V00722,S050,2026-02-23 19:18,69,63.39,9.0,570.51,AC Slow,Net Banking,Hot,Low
CS023258,CU02056,V02056,S023,2026-02-23 19:52,32,51.98,9.0,467.82,AC Fast,Debit Card,Clear,Low
CS023259,CU00451,V00451,S031,2026-04-29 02:48,86,60.58,11.5,696.67,DC Fast 30kW,Net Banking,Rain,Medium
CS023260,CU00912,V00912,S037,2026-05-12 06:21,65,33.63,11.5,386.75,DC Fast 30kW,Wallet,Hot,Low
CS023261,CU02255,V02255,S048,2026-02-10 20:29,69,67.81,11.5,779.82,DC Fast 60kW,Wallet,Clear,Low
CS023262,CU01093,V01093,S027,2026-04-09 21:23,43,71.78,10.0,717.8,DC Fast 30kW,Debit Card,Fog,High
CS023263,CU01130,V01130,S046,2026-02-27 16:49,45,22.64,9.0,203.76,DC Fast 60kW,Net Banking,Rain,High
CS023264,CU00310,V00310,S017,2026-02-24 23:43,149,8.25,11.5,94.88,DC Fast 60kW,Debit Card,Clear,High
CS023265,CU00831,V00831,S006,2026-05-18 10:49,84,60.07,11.5,690.8,DC Ultra Fast 120kW,Credit Card,Clear,Medium
CS023266,CU00303,V00303,S019,2026-02-20 22:28,65,39.09,10.0,390.9,AC Fast,Wallet,Clear,Low
CS023267,CU00242,V00242,S002,2026-05-28 12:49,123,16.0,9.0,144.0,AC Fast,Debit Card,Hot,High
CS023268,CU01990,V01990,S012,2026-05-30 04:24,104,34.69,9.0,312.21,AC Slow,Credit Card,Hot,Medium
CS023269,CU02780,V02780,S006,2026-06-23 19:25,139,59.81,8.5,508.38,DC Ultra Fast 120kW,UPI,Hot,High
CS023270,CU01429,V01429,S001,2026-03-15 17:25,140,14.27,12.0,171.24,DC Fast 30kW,Wallet,Rain,High
CS023271,CU00287,V00287,S020,2026-01-04 20:32,40,58.5,8.5,497.25,AC Slow,Debit Card,Cloudy,High
CS023272,CU02085,V02085,S014,2026-06-27 03:07,99,11.44,12.0,137.28,DC Fast 60kW,Net Banking,Clear,Low
CS023273,CU01441,V01441,S043,2026-06-03 05:07,137,17.39,11.5,199.99,DC Fast 30kW,Net Banking,Clear,Medium
CS023274,CU01126,V01126,S010,2026-03-31 02:58,72,38.88,8.5,330.48,AC Slow,Net Banking,Fog,Medium
CS023275,CU02621,V02621,S028,2026-03-27 15:02,146,8.08,12.0,96.96,DC Fast 60kW,Net Banking,Clear,Medium
CS023276,CU01066,V01066,S047,2026-01-18 16:43,63,26.71,10.0,267.1,DC Fast 60kW,Credit Card,Fog,Low
CS023277,CU00224,V00224,S048,2026-03-25 21:35,58,13.44,11.5,154.56,AC Fast,Wallet,Rain,High
CS023278,CU00816,V00816,S021,2026-05-29 16:18,101,54.9,9.0,494.1,DC Fast 30kW,UPI,Cloudy,Medium
CS023279,CU02907,V02907,S006,2026-03-02 15:07,139,54.04,11.5,621.46,AC Fast,Net Banking,Rain,Medium
CS023280,CU01829,V01829,S003,2026-06-10 03:53,92,55.08,11.5,633.42,AC Fast,Debit Card,Fog,High
CS023281,CU02076,V02076,S018,2026-04-15 04:05,110,25.77,11.5,296.36,DC Ultra Fast 120kW,UPI,Clear,Low
CS023282,CU00574,V00574,S043,2026-04-08 18:26,127,70.14,12.0,841.68,DC Fast 30kW,UPI,Hot,Low
CS023283,CU00645,V00645,S003,2026-02-07 14:41,23,12.65,8.5,107.53,DC Ultra Fast 120kW,Net Banking,Rain,Low
CS023284,CU01997,V01997,S006,2026-06-17 10:56,54,54.39,12.0,652.68,AC Fast,Wallet,Cloudy,Medium
CS023285,CU01791,V01791,S041,2026-01-26 04:55,144,45.31,9.0,407.79,DC Ultra Fast 120kW,Net Banking,Hot,Medium
CS023286,CU00186,V00186,S032,2026-01-06 00:55,147,14.04,12.0,168.48,DC Ultra Fast 120kW,Debit Card,Fog,Low
CS023287,CU00688,V00688,S049,2026-05-14 01:35,70,14.18,10.0,141.8,DC Fast 30kW,UPI,Clear,High
CS023288,CU02490,V02490,S032,2026-04-21 06:54,85,41.22,10.0,412.2,AC Fast,UPI,Rain,High
CS023289,CU00906,V00906,S021,2026-05-15 07:32,61,54.62,8.5,464.27,AC Fast,Net Banking,Rain,High
CS023290,CU02853,V02853,S005,2026-02-22 14:01,101,63.99,8.5,543.91,DC Fast 30kW,Net Banking,Cloudy,Medium
CS023291,CU01141,V01141,S036,2026-06-15 12:59,77,68.27,8.5,580.29,DC Ultra Fast 120kW,Credit Card,Fog,Medium
CS023292,CU01637,V01637,S016,2026-01-20 16:56,62,37.54,12.0,450.48,AC Slow,Wallet,Rain,High
CS023293,CU00728,V00728,S035,2026-05-03 07:50,111,69.76,9.0,627.84,DC Fast 60kW,Credit Card,Cloudy,High
CS023294,CU01309,V01309,S035,2026-06-26 21:19,24,46.82,9.0,421.38,DC Fast 30kW,Net Banking,Clear,High
CS023295,CU00772,V00772,S023,2026-04-25 06:59,37,59.01,12.0,708.12,AC Slow,Credit Card,Rain,High
CS023296,CU02414,V02414,S013,2026-02-28 23:10,58,25.07,9.0,225.63,DC Ultra Fast 120kW,Wallet,Clear,Low
CS023297,CU00861,V00861,S031,2026-01-12 13:54,126,33.55,11.5,385.82,AC Fast,Debit Card,Fog,Low
CS023298,CU02076,V02076,S017,2026-06-04 01:25,92,55.17,10.0,551.7,DC Ultra Fast 120kW,UPI,Fog,Medium
CS023299,CU00733,V00733,S047,2026-06-25 22:16,82,9.63,10.0,96.3,AC Slow,UPI,Rain,Medium
CS023300,CU00941,V00941,S046,2026-04-30 11:02,49,16.09,8.5,136.76,AC Slow,Debit Card,Cloudy,Low
CS023301,CU02582,V02582,S009,2026-04-20 11:09,25,25.54,10.0,255.4,AC Slow,UPI,Clear,Low
CS023302,CU01470,V01470,S043,2026-01-20 23:57,130,60.83,8.5,517.05,DC Fast 60kW,Wallet,Clear,Low
CS023303,CU01534,V01534,S020,2026-06-17 20:11,71,10.02,8.5,85.17,DC Fast 30kW,Credit Card,Fog,High
CS023304,CU01754,V01754,S041,2026-01-22 08:22,91,62.66,8.5,532.61,DC Fast 60kW,UPI,Cloudy,Low
CS023305,CU01791,V01791,S018,2026-05-06 08:18,52,70.13,8.5,596.11,DC Fast 60kW,Net Banking,Cloudy,High
CS023306,CU00802,V00802,S043,2026-06-29 04:51,68,11.24,9.0,101.16,AC Slow,Wallet,Cloudy,Low
CS023307,CU00216,V00216,S028,2026-02-09 10:17,97,65.19,12.0,782.28,DC Fast 30kW,Wallet,Clear,Medium
CS023308,CU02034,V02034,S006,2026-01-14 21:16,100,68.26,9.0,614.34,AC Fast,UPI,Hot,High
CS023309,CU02283,V02283,S035,2026-06-13 04:47,74,9.77,11.5,112.35,DC Fast 30kW,Credit Card,Hot,Low
CS023310,CU00528,V00528,S046,2026-03-28 18:59,141,29.21,10.0,292.1,AC Slow,Wallet,Fog,Low
CS023311,CU02701,V02701,S050,2026-02-20 11:23,93,38.49,11.5,442.64,DC Fast 30kW,Credit Card,Rain,Low
CS023312,CU01387,V01387,S035,2026-06-18 07:13,66,29.34,9.0,264.06,DC Fast 30kW,Credit Card,Clear,Low
CS023313,CU02111,V02111,S045,2026-06-29 12:02,83,45.82,12.0,549.84,AC Fast,Credit Card,Rain,Medium
CS023314,CU02288,V02288,S016,2026-01-02 14:19,77,40.93,12.0,491.16,AC Slow,UPI,Fog,Low
CS023315,CU00945,V00945,S029,2026-01-05 04:36,145,44.56,11.5,512.44,AC Slow,UPI,Cloudy,Medium
CS023316,CU00833,V00833,S045,2026-03-30 12:40,45,16.52,11.5,189.98,DC Fast 60kW,Credit Card,Fog,Low
CS023317,CU01100,V01100,S007,2026-06-03 03:40,111,39.14,9.0,352.26,AC Fast,Debit Card,Clear,High
CS023318,CU00377,V00377,S020,2026-06-27 22:35,41,23.47,9.0,211.23,AC Slow,Credit Card,Clear,High
CS023319,CU01839,V01839,S020,2026-05-12 20:34,148,17.12,11.5,196.88,DC Fast 60kW,Net Banking,Clear,Low
CS023320,CU00083,V00083,S019,2026-06-05 03:28,144,70.21,8.5,596.78,AC Fast,UPI,Hot,High
CS023321,CU01994,V01994,S006,2026-05-08 17:26,49,21.71,10.0,217.1,AC Slow,Credit Card,Clear,High
CS023322,CU00707,V00707,S049,2026-05-20 21:54,42,21.34,9.0,192.06,AC Slow,Debit Card,Rain,High
CS023323,CU02096,V02096,S026,2026-03-22 09:04,126,44.41,9.0,399.69,DC Ultra Fast 120kW,Credit Card,Rain,Medium
CS023324,CU02728,V02728,S045,2026-03-12 02:15,33,40.96,8.5,348.16,DC Ultra Fast 120kW,Net Banking,Clear,Medium
CS023325,CU02570,V02570,S003,2026-03-15 10:34,122,39.62,9.0,356.58,DC Ultra Fast 120kW,Net Banking,Fog,Medium
CS023326,CU00123,V00123,S037,2026-04-16 11:37,135,17.19,11.5,197.69,AC Fast,UPI,Hot,Medium
CS023327,CU00034,V00034,S046,2026-01-04 05:56,101,15.1,10.0,151.0,DC Fast 60kW,UPI,Rain,Low
CS023328,CU02845,V02845,S016,2026-01-02 17:12,92,53.11,11.5,610.76,AC Slow,Wallet,Rain,Medium
CS023329,CU00427,V00427,S005,2026-03-18 01:31,76,27.3,8.5,232.05,DC Fast 30kW,Debit Card,Cloudy,Low
CS023330,CU01591,V01591,S001,2026-02-25 07:09,57,26.72,9.0,240.48,AC Slow,Debit Card,Rain,Medium
CS023331,CU02049,V02049,S046,2026-01-28 00:17,71,66.4,11.5,763.6,AC Slow,Wallet,Cloudy,Low
CS023332,CU01904,V01904,S009,2026-01-27 10:21,81,42.7,12.0,512.4,AC Fast,Credit Card,Clear,High
CS023333,CU00333,V00333,S027,2026-02-20 15:40,42,70.69,9.0,636.21,DC Fast 60kW,Credit Card,Rain,High
CS023334,CU00095,V00095,S047,2026-01-04 22:27,46,65.5,10.0,655.0,DC Fast 30kW,UPI,Hot,High
CS023335,CU02331,V02331,S008,2026-04-04 14:11,78,43.51,12.0,522.12,DC Fast 30kW,Debit Card,Hot,Medium
CS023336,CU02708,V02708,S018,2026-06-17 04:49,48,56.62,9.0,509.58,DC Fast 30kW,Debit Card,Fog,Low
CS023337,CU00387,V00387,S027,2026-04-25 14:43,73,23.34,9.0,210.06,DC Fast 30kW,Credit Card,Cloudy,Low
CS023338,CU00397,V00397,S041,2026-06-08 03:20,24,59.99,11.5,689.88,DC Fast 60kW,Wallet,Rain,Low
CS023339,CU02290,V02290,S048,2026-05-13 23:08,122,20.68,8.5,175.78,AC Slow,Credit Card,Cloudy,High
CS023340,CU00775,V00775,S009,2026-01-26 04:53,94,70.08,8.5,595.68,DC Fast 30kW,Wallet,Fog,Low
CS023341,CU01723,V01723,S030,2026-01-20 11:38,94,46.64,11.5,536.36,DC Fast 30kW,Net Banking,Hot,High
CS023342,CU02731,V02731,S021,2026-05-03 22:16,32,69.5,10.0,695.0,DC Fast 30kW,Credit Card,Rain,Low
CS023343,CU00296,V00296,S026,2026-01-08 22:15,147,70.16,9.0,631.44,AC Slow,Wallet,Hot,High
CS023344,CU02657,V02657,S047,2026-04-22 23:31,113,69.05,10.0,690.5,DC Fast 60kW,UPI,Clear,Low
CS023345,CU02719,V02719,S023,2026-02-15 18:42,89,41.79,8.5,355.21,AC Slow,Credit Card,Clear,Low
CS023346,CU00583,V00583,S034,2026-02-08 17:04,49,11.27,9.0,101.43,AC Slow,Debit Card,Fog,High
CS023347,CU01369,V01369,S021,2026-03-04 03:01,56,32.01,10.0,320.1,AC Slow,Wallet,Cloudy,High
CS023348,CU00102,V00102,S019,2026-05-29 08:50,137,51.95,12.0,623.4,AC Slow,Net Banking,Clear,Low
CS023349,CU02351,V02351,S048,2026-02-24 07:14,39,60.33,8.5,512.8,DC Ultra Fast 120kW,Debit Card,Hot,Low
CS023350,CU00228,V00228,S018,2026-04-24 20:29,112,64.73,12.0,776.76,DC Fast 30kW,Wallet,Fog,Low
CS023351,CU00678,V00678,S043,2026-05-03 22:26,147,18.64,12.0,223.68,AC Fast,UPI,Clear,Low
CS023352,CU00507,V00507,S004,2026-03-27 02:33,53,57.84,12.0,694.08,AC Slow,UPI,Clear,Low
CS023353,CU00654,V00654,S010,2026-01-10 07:27,49,29.21,11.5,335.92,DC Fast 30kW,Credit Card,Fog,High
CS023354,CU00307,V00307,S032,2026-01-23 04:18,86,41.51,10.0,415.1,AC Slow,Debit Card,Hot,High
CS023355,CU00794,V00794,S023,2026-01-28 23:51,140,52.91,12.0,634.92,DC Ultra Fast 120kW,UPI,Fog,High
CS023356,CU02942,V02942,S001,2026-02-06 14:49,120,31.74,9.0,285.66,AC Fast,Credit Card,Hot,Low
CS023357,CU01944,V01944,S015,2026-03-28 06:23,144,46.88,11.5,539.12,DC Ultra Fast 120kW,Wallet,Hot,Low
CS023358,CU01971,V01971,S001,2026-05-16 20:04,89,14.11,9.0,126.99,AC Slow,UPI,Cloudy,High
CS023359,CU00776,V00776,S046,2026-04-24 03:36,96,15.03,11.5,172.84,AC Fast,Wallet,Clear,Medium
CS023360,CU01928,V01928,S036,2026-04-18 08:12,70,28.77,10.0,287.7,DC Fast 60kW,Credit Card,Clear,High
CS023361,CU00021,V00021,S049,2026-04-20 04:25,65,15.29,8.5,129.97,AC Fast,Net Banking,Cloudy,High
CS023362,CU00469,V00469,S029,2026-04-30 08:35,109,46.95,9.0,422.55,DC Ultra Fast 120kW,Net Banking,Cloudy,Medium
CS023363,CU01468,V01468,S010,2026-06-21 04:04,75,41.72,10.0,417.2,AC Fast,Credit Card,Cloudy,High
CS023364,CU00793,V00793,S023,2026-04-08 03:23,23,56.4,10.0,564.0,DC Fast 60kW,Credit Card,Rain,High
CS023365,CU02436,V02436,S040,2026-05-21 14:07,116,60.73,10.0,607.3,DC Fast 60kW,Net Banking,Rain,High
CS023366,CU01492,V01492,S030,2026-06-21 05:33,78,21.62,11.5,248.63,DC Ultra Fast 120kW,Wallet,Rain,High
CS023367,CU01774,V01774,S018,2026-03-20 11:28,56,56.16,12.0,673.92,DC Ultra Fast 120kW,Credit Card,Hot,Low
CS023368,CU00406,V00406,S004,2026-02-24 13:02,25,62.6,8.5,532.1,DC Ultra Fast 120kW,Wallet,Clear,Low
CS023369,CU01506,V01506,S048,2026-04-05 05:59,93,38.71,12.0,464.52,AC Slow,Net Banking,Rain,High
CS023370,CU02690,V02690,S015,2026-04-18 22:57,97,64.75,11.5,744.62,DC Ultra Fast 120kW,Credit Card,Cloudy,Medium
CS023371,CU02780,V02780,S032,2026-03-28 14:16,83,23.45,12.0,281.4,DC Ultra Fast 120kW,UPI,Cloudy,High
CS023372,CU02104,V02104,S048,2026-02-16 17:15,45,60.78,10.0,607.8,AC Fast,Debit Card,Fog,Medium
CS023373,CU01284,V01284,S039,2026-03-15 13:57,126,31.59,8.5,268.51,AC Fast,Debit Card,Cloudy,Medium
CS023374,CU02849,V02849,S050,2026-02-17 00:09,69,71.73,12.0,860.76,AC Fast,Credit Card,Fog,High
CS023375,CU00870,V00870,S005,2026-03-04 17:15,119,69.28,12.0,831.36,DC Fast 30kW,Debit Card,Clear,High
CS023376,CU00805,V00805,S023,2026-03-23 17:23,57,30.98,10.0,309.8,AC Slow,Debit Card,Fog,Medium
CS023377,CU02171,V02171,S016,2026-05-08 11:37,103,48.59,10.0,485.9,AC Slow,Debit Card,Rain,High
CS023378,CU00646,V00646,S027,2026-04-06 22:21,120,62.99,9.0,566.91,DC Ultra Fast 120kW,Net Banking,Hot,Low
CS023379,CU02984,V02984,S042,2026-01-10 18:08,78,24.03,11.5,276.35,AC Fast,Debit Card,Hot,Medium
CS023380,CU02704,V02704,S033,2026-05-28 05:12,143,14.72,10.0,147.2,DC Ultra Fast 120kW,Net Banking,Hot,Medium
CS023381,CU00459,V00459,S049,2026-03-19 08:38,37,46.54,12.0,558.48,DC Fast 30kW,Wallet,Rain,High
CS023382,CU01993,V01993,S009,2026-04-20 10:45,30,36.29,12.0,435.48,DC Fast 60kW,Credit Card,Fog,Low
CS023383,CU00452,V00452,S043,2026-04-12 20:12,138,10.53,10.0,105.3,AC Slow,UPI,Cloudy,High
CS023384,CU01691,V01691,S045,2026-05-02 21:10,33,64.15,11.5,737.73,AC Slow,Net Banking,Clear,Low
CS023385,CU01555,V01555,S002,2026-02-19 11:55,43,40.32,8.5,342.72,AC Fast,UPI,Rain,Low
CS023386,CU00396,V00396,S008,2026-02-11 18:57,62,13.14,10.0,131.4,AC Slow,Debit Card,Fog,Medium
CS023387,CU00531,V00531,S013,2026-06-14 10:54,84,29.98,8.5,254.83,AC Fast,Credit Card,Clear,High
CS023388,CU02341,V02341,S020,2026-04-26 02:33,116,40.49,12.0,485.88,DC Ultra Fast 120kW,Net Banking,Hot,Medium
CS023389,CU02023,V02023,S042,2026-03-28 05:15,35,54.19,12.0,650.28,DC Fast 60kW,UPI,Cloudy,Low
CS023390,CU01350,V01350,S038,2026-01-29 19:13,142,39.05,12.0,468.6,AC Fast,UPI,Cloudy,High
CS023391,CU01367,V01367,S031,2026-04-20 05:47,107,47.5,10.0,475.0,AC Slow,Net Banking,Cloudy,Medium
CS023392,CU02769,V02769,S036,2026-05-02 11:38,21,17.3,9.0,155.7,DC Ultra Fast 120kW,Net Banking,Hot,Low
CS023393,CU02396,V02396,S017,2026-01-16 06:53,130,28.23,9.0,254.07,DC Fast 30kW,Net Banking,Fog,Medium
CS023394,CU00640,V00640,S024,2026-05-30 09:28,134,68.58,12.0,822.96,DC Ultra Fast 120kW,Credit Card,Clear,Low
CS023395,CU00673,V00673,S032,2026-04-12 14:13,66,44.88,8.5,381.48,DC Fast 60kW,Debit Card,Cloudy,High
CS023396,CU01995,V01995,S011,2026-05-21 00:16,119,11.13,12.0,133.56,AC Slow,Debit Card,Rain,High
CS023397,CU00868,V00868,S031,2026-02-27 13:12,86,15.97,8.5,135.75,DC Fast 30kW,Wallet,Clear,High
CS023398,CU02349,V02349,S013,2026-05-09 18:12,30,38.5,12.0,462.0,AC Fast,Net Banking,Hot,High
CS023399,CU02876,V02876,S012,2026-05-08 23:26,54,50.98,12.0,611.76,DC Ultra Fast 120kW,Wallet,Clear,Medium
CS023400,CU02935,V02935,S021,2026-04-01 20:14,143,68.92,8.5,585.82,DC Ultra Fast 120kW,UPI,Rain,Medium
CS023401,CU02130,V02130,S034,2026-04-04 16:06,100,58.28,11.5,670.22,AC Fast,Debit Card,Clear,High
CS023402,CU01991,V01991,S007,2026-04-10 06:00,114,16.67,8.5,141.7,DC Fast 60kW,UPI,Rain,Low
CS023403,CU02618,V02618,S010,2026-05-17 14:28,89,44.98,11.5,517.27,DC Fast 60kW,Wallet,Rain,Medium
CS023404,CU01651,V01651,S023,2026-06-18 18:16,45,58.71,9.0,528.39,DC Fast 30kW,UPI,Clear,Medium
CS023405,CU00412,V00412,S023,2026-06-24 04:58,140,30.22,10.0,302.2,DC Fast 60kW,Wallet,Clear,Medium
CS023406,CU00585,V00585,S016,2026-03-14 19:15,134,65.26,9.0,587.34,AC Slow,UPI,Hot,Medium
CS023407,CU01024,V01024,S049,2026-03-31 22:46,97,42.44,10.0,424.4,DC Fast 30kW,Debit Card,Hot,Medium
CS023408,CU02199,V02199,S010,2026-04-04 20:48,138,9.59,12.0,115.08,DC Ultra Fast 120kW,Net Banking,Clear,High
CS023409,CU02722,V02722,S009,2026-06-28 11:55,82,54.2,8.5,460.7,DC Fast 60kW,Credit Card,Hot,Medium
CS023410,CU02657,V02657,S024,2026-01-18 02:36,130,16.25,8.5,138.12,DC Fast 60kW,Credit Card,Fog,Low
CS023411,CU02830,V02830,S025,2026-03-02 21:17,94,16.0,10.0,160.0,DC Fast 30kW,Credit Card,Cloudy,Low
CS023412,CU01477,V01477,S031,2026-04-13 02:27,72,31.04,12.0,372.48,DC Fast 60kW,UPI,Fog,Low
CS023413,CU00472,V00472,S005,2026-06-17 03:32,109,20.84,9.0,187.56,DC Fast 30kW,Credit Card,Hot,Medium
CS023414,CU01741,V01741,S022,2026-06-15 12:09,107,36.99,11.5,425.39,DC Ultra Fast 120kW,Net Banking,Clear,High
CS023415,CU01305,V01305,S011,2026-04-09 18:19,65,10.67,12.0,128.04,DC Fast 30kW,Wallet,Fog,Low
CS023416,CU02236,V02236,S015,2026-06-18 16:58,122,19.03,10.0,190.3,DC Ultra Fast 120kW,Credit Card,Cloudy,Medium
CS023417,CU02004,V02004,S001,2026-01-01 00:25,105,13.73,11.5,157.9,DC Fast 60kW,Debit Card,Cloudy,Low
CS023418,CU01647,V01647,S012,2026-02-05 14:57,70,18.87,12.0,226.44,DC Fast 60kW,Credit Card,Rain,High
CS023419,CU00331,V00331,S013,2026-02-28 05:58,141,59.23,11.5,681.14,DC Fast 60kW,Debit Card,Fog,Low
CS023420,CU01147,V01147,S045,2026-05-28 12:16,54,22.15,10.0,221.5,DC Fast 30kW,Net Banking,Fog,High
CS023421,CU02058,V02058,S007,2026-05-13 05:54,94,69.86,12.0,838.32,DC Fast 60kW,Wallet,Hot,Low
CS023422,CU00464,V00464,S029,2026-01-11 01:07,22,44.77,10.0,447.7,DC Fast 60kW,Credit Card,Clear,Low
CS023423,CU02009,V02009,S041,2026-02-26 21:30,26,69.53,10.0,695.3,DC Fast 30kW,Wallet,Fog,Medium
CS023424,CU00896,V00896,S011,2026-02-08 02:01,95,19.22,8.5,163.37,AC Slow,Credit Card,Fog,Medium
CS023425,CU00860,V00860,S039,2026-03-11 07:07,129,26.53,9.0,238.77,DC Fast 30kW,Debit Card,Cloudy,Low
CS023426,CU00385,V00385,S028,2026-01-23 02:57,70,14.0,10.0,140.0,DC Fast 60kW,Credit Card,Hot,High
CS023427,CU01384,V01384,S022,2026-05-17 14:31,69,42.81,11.5,492.32,DC Fast 30kW,Net Banking,Clear,High
CS023428,CU01474,V01474,S008,2026-04-14 12:50,84,38.97,12.0,467.64,DC Fast 60kW,UPI,Hot,Low
CS023429,CU02933,V02933,S016,2026-06-10 09:55,82,58.88,12.0,706.56,DC Ultra Fast 120kW,UPI,Rain,Medium
CS023430,CU01837,V01837,S001,2026-05-09 18:12,141,27.97,8.5,237.75,DC Fast 60kW,UPI,Fog,Low
CS023431,CU01085,V01085,S030,2026-02-02 10:44,111,46.08,8.5,391.68,DC Fast 60kW,UPI,Hot,Medium
CS023432,CU00245,V00245,S038,2026-04-02 15:47,101,18.08,9.0,162.72,DC Ultra Fast 120kW,Credit Card,Rain,Low
CS023433,CU02594,V02594,S015,2026-06-16 08:18,107,24.07,10.0,240.7,DC Ultra Fast 120kW,Debit Card,Clear,Medium
CS023434,CU01403,V01403,S025,2026-04-12 01:31,73,39.47,11.5,453.9,DC Ultra Fast 120kW,Net Banking,Cloudy,High
CS023435,CU02424,V02424,S023,2026-04-29 17:15,131,51.15,9.0,460.35,DC Fast 30kW,Credit Card,Hot,Medium
CS023436,CU02658,V02658,S005,2026-01-13 18:46,139,52.49,11.5,603.63,DC Fast 60kW,Net Banking,Cloudy,Medium
CS023437,CU00609,V00609,S038,2026-05-22 01:27,139,26.81,10.0,268.1,AC Fast,Debit Card,Clear,Low
CS023438,CU01226,V01226,S021,2026-04-14 14:38,45,10.51,10.0,105.1,DC Fast 30kW,Debit Card,Cloudy,Medium
CS023439,CU02688,V02688,S016,2026-04-05 10:22,115,46.75,11.5,537.62,DC Ultra Fast 120kW,Wallet,Clear,Low
CS023440,CU00419,V00419,S022,2026-05-10 12:46,110,44.35,10.0,443.5,AC Fast,Wallet,Hot,High
CS023441,CU01677,V01677,S010,2026-04-16 18:19,96,26.08,11.5,299.92,AC Fast,UPI,Fog,Low
CS023442,CU01898,V01898,S025,2026-05-20 06:35,93,37.3,9.0,335.7,DC Fast 60kW,Credit Card,Clear,Medium
CS023443,CU00084,V00084,S046,2026-04-13 15:30,49,35.74,11.5,411.01,DC Fast 30kW,Wallet,Clear,Medium
CS023444,CU00765,V00765,S031,2026-03-10 21:49,72,70.18,10.0,701.8,AC Slow,Debit Card,Hot,Low
CS023445,CU00511,V00511,S003,2026-04-21 07:27,37,34.8,9.0,313.2,AC Fast,Wallet,Hot,High
CS023446,CU01268,V01268,S029,2026-01-07 19:37,100,54.76,8.5,465.46,AC Fast,UPI,Cloudy,Medium
CS023447,CU02372,V02372,S048,2026-02-05 15:58,56,17.38,9.0,156.42,AC Fast,UPI,Fog,Medium
CS023448,CU01852,V01852,S041,2026-01-21 02:53,57,63.35,12.0,760.2,AC Slow,UPI,Hot,Low
CS023449,CU01495,V01495,S010,2026-06-02 15:37,114,10.45,10.0,104.5,DC Fast 60kW,Debit Card,Fog,High
CS023450,CU00219,V00219,S048,2026-04-09 02:43,130,25.8,12.0,309.6,AC Fast,UPI,Clear,Low
CS023451,CU00670,V00670,S014,2026-05-07 00:05,20,68.82,10.0,688.2,AC Slow,Net Banking,Hot,Low
CS023452,CU02902,V02902,S029,2026-03-14 15:20,49,70.29,11.5,808.34,DC Fast 30kW,UPI,Cloudy,Medium
CS023453,CU00932,V00932,S046,2026-04-02 20:50,61,40.29,12.0,483.48,AC Fast,Debit Card,Fog,Low
CS023454,CU02731,V02731,S027,2026-05-16 15:32,136,40.56,12.0,486.72,DC Ultra Fast 120kW,UPI,Clear,Low
CS023455,CU02096,V02096,S004,2026-03-06 00:01,39,8.98,10.0,89.8,AC Fast,UPI,Clear,Medium
CS023456,CU00123,V00123,S006,2026-05-10 08:50,35,66.72,12.0,800.64,AC Fast,UPI,Cloudy,High
CS023457,CU02352,V02352,S041,2026-04-10 18:38,60,21.3,10.0,213.0,AC Slow,Wallet,Clear,Medium
CS023458,CU01883,V01883,S032,2026-02-26 19:55,37,13.89,10.0,138.9,DC Fast 30kW,Wallet,Fog,Low
CS023459,CU01948,V01948,S007,2026-01-25 20:23,54,20.78,8.5,176.63,DC Fast 30kW,Wallet,Hot,Low
CS023460,CU01233,V01233,S039,2026-02-25 09:04,129,10.63,12.0,127.56,DC Fast 60kW,UPI,Hot,High
CS023461,CU00135,V00135,S024,2026-01-14 16:50,83,61.27,11.5,704.61,AC Fast,Net Banking,Cloudy,High
CS023462,CU00530,V00530,S029,2026-06-01 17:04,142,37.51,11.5,431.36,AC Fast,UPI,Hot,Medium
CS023463,CU00667,V00667,S026,2026-04-26 06:44,97,64.33,10.0,643.3,AC Slow,Wallet,Fog,Low
CS023464,CU00990,V00990,S007,2026-03-19 02:17,72,40.16,9.0,361.44,DC Fast 30kW,Credit Card,Rain,Low
CS023465,CU00470,V00470,S041,2026-03-02 18:00,33,15.18,12.0,182.16,DC Fast 60kW,Debit Card,Clear,Medium
CS023466,CU00133,V00133,S002,2026-04-06 10:03,103,26.51,11.5,304.87,AC Slow,UPI,Hot,Medium
CS023467,CU00373,V00373,S016,2026-04-02 12:32,130,24.48,9.0,220.32,DC Fast 60kW,UPI,Rain,Low
CS023468,CU01033,V01033,S045,2026-02-21 07:15,83,22.39,8.5,190.31,DC Fast 30kW,Net Banking,Rain,Medium
